     Ag,     Ir,     Pd,     Pt,     Ru, activity
0.05000,0.00000,0.30000,0.40000,0.25000,0.1112740
0.05000,0.00000,0.10000,0.50000,0.35000,0.0549036
0.00000,0.55000,0.05000,0.15000,0.25000,0.0120839
0.00000,0.65000,0.05000,0.05000,0.25000,0.0023110
0.05000,0.00000,0.00000,0.85000,0.10000,0.0560683
0.00000,0.60000,0.10000,0.25000,0.05000,0.0609770
0.00000,0.50000,0.25000,0.10000,0.15000,0.0465061
0.00000,0.55000,0.30000,0.00000,0.15000,0.0461505
0.05000,0.10000,0.30000,0.15000,0.40000,0.0837962
0.05000,0.10000,0.15000,0.65000,0.05000,0.0819488
0.05000,0.05000,0.55000,0.20000,0.15000,0.1447459
0.05000,0.00000,0.60000,0.10000,0.25000,0.1518973
0.05000,0.05000,0.40000,0.10000,0.40000,0.1140295
0.05000,0.05000,0.25000,0.45000,0.20000,0.0999163
0.05000,0.10000,0.00000,0.00000,0.85000,0.0000006
0.00000,0.75000,0.05000,0.10000,0.10000,0.0152464
0.05000,0.10000,0.05000,0.70000,0.10000,0.0713436
0.05000,0.05000,0.15000,0.40000,0.35000,0.0625605
0.00000,0.70000,0.00000,0.20000,0.10000,0.0396626
0.05000,0.00000,0.45000,0.00000,0.50000,0.1017757
0.05000,0.00000,0.90000,0.05000,0.00000,0.1242919
0.05000,0.00000,0.20000,0.30000,0.45000,0.0563125
0.00000,0.85000,0.05000,0.00000,0.10000,0.0002549
0.05000,0.05000,0.05000,0.55000,0.30000,0.0519055
0.05000,0.00000,0.10000,0.45000,0.40000,0.0507294
0.05000,0.00000,0.30000,0.35000,0.30000,0.1047136
0.00000,0.55000,0.05000,0.10000,0.30000,0.0039931
0.00000,0.65000,0.05000,0.00000,0.30000,0.0002505
0.00000,0.60000,0.10000,0.20000,0.10000,0.0369447
0.05000,0.00000,0.00000,0.80000,0.15000,0.0542494
0.00000,0.50000,0.25000,0.05000,0.20000,0.0375010
0.05000,0.10000,0.30000,0.10000,0.45000,0.0668846
0.00000,0.55000,0.25000,0.20000,0.00000,0.0679101
0.05000,0.10000,0.15000,0.60000,0.10000,0.0819646
0.05000,0.05000,0.55000,0.15000,0.20000,0.1428880
0.05000,0.00000,0.60000,0.05000,0.30000,0.1433371
0.05000,0.05000,0.40000,0.05000,0.45000,0.0951280
0.05000,0.05000,0.25000,0.40000,0.25000,0.0910703
0.00000,0.75000,0.05000,0.05000,0.15000,0.0054472
0.05000,0.05000,0.90000,0.00000,0.00000,0.1423106
0.05000,0.05000,0.15000,0.35000,0.40000,0.0533279
0.05000,0.10000,0.05000,0.65000,0.15000,0.0663433
0.00000,0.70000,0.00000,0.15000,0.15000,0.0192916
0.05000,0.00000,0.40000,0.55000,0.00000,0.0997250
0.05000,0.00000,0.20000,0.25000,0.50000,0.0465702
0.05000,0.00000,0.90000,0.00000,0.05000,0.1275710
0.00000,0.85000,0.00000,0.15000,0.00000,0.0638868
0.05000,0.00000,0.10000,0.40000,0.45000,0.0410251
0.05000,0.05000,0.05000,0.50000,0.35000,0.0422811
0.05000,0.00000,0.30000,0.30000,0.35000,0.0920604
0.00000,0.55000,0.05000,0.05000,0.35000,0.0017479
0.00000,0.60000,0.10000,0.15000,0.15000,0.0228154
0.00000,0.65000,0.00000,0.35000,0.00000,0.1306467
0.05000,0.00000,0.00000,0.75000,0.20000,0.0496638
0.00000,0.50000,0.25000,0.00000,0.25000,0.0300074
0.05000,0.10000,0.30000,0.05000,0.50000,0.0609652
0.00000,0.55000,0.25000,0.15000,0.05000,0.0569905
0.05000,0.10000,0.15000,0.55000,0.15000,0.0818058
0.05000,0.00000,0.60000,0.00000,0.35000,0.1525301
0.05000,0.05000,0.55000,0.10000,0.25000,0.1508958
0.05000,0.05000,0.40000,0.00000,0.50000,0.0949337
0.05000,0.05000,0.25000,0.35000,0.30000,0.0876563
0.00000,0.75000,0.05000,0.00000,0.20000,0.0003109
0.05000,0.05000,0.85000,0.05000,0.00000,0.1296044
0.05000,0.05000,0.15000,0.30000,0.45000,0.0473682
0.00000,0.70000,0.00000,0.10000,0.20000,0.0070853
0.05000,0.10000,0.05000,0.60000,0.20000,0.0636716
0.05000,0.00000,0.20000,0.20000,0.55000,0.0433731
0.05000,0.00000,0.40000,0.50000,0.05000,0.1147657
0.05000,0.00000,0.85000,0.10000,0.00000,0.1194181
0.00000,0.85000,0.00000,0.10000,0.05000,0.0265806
0.05000,0.00000,0.10000,0.35000,0.50000,0.0383720
0.05000,0.05000,0.05000,0.45000,0.40000,0.0370035
0.05000,0.00000,0.30000,0.25000,0.40000,0.0909297
0.00000,0.60000,0.10000,0.10000,0.20000,0.0132879
0.00000,0.65000,0.00000,0.30000,0.05000,0.0929736
0.00000,0.55000,0.05000,0.00000,0.40000,0.0003172
0.05000,0.00000,0.00000,0.70000,0.25000,0.0464556
0.00000,0.50000,0.20000,0.30000,0.00000,0.0796386
0.05000,0.10000,0.30000,0.00000,0.55000,0.0511397
0.00000,0.55000,0.25000,0.10000,0.10000,0.0465399
0.05000,0.00000,0.55000,0.40000,0.00000,0.1036346
0.05000,0.10000,0.15000,0.50000,0.20000,0.0755990
0.05000,0.05000,0.55000,0.05000,0.30000,0.1462741
0.05000,0.05000,0.35000,0.55000,0.00000,0.0990829
0.05000,0.05000,0.25000,0.30000,0.35000,0.0820284
0.00000,0.75000,0.00000,0.25000,0.00000,0.1056169
0.05000,0.05000,0.85000,0.00000,0.05000,0.1334257
0.05000,0.05000,0.15000,0.25000,0.50000,0.0386104
0.00000,0.70000,0.00000,0.05000,0.25000,0.0014762
0.05000,0.00000,0.20000,0.15000,0.60000,0.0343589
0.05000,0.10000,0.05000,0.55000,0.25000,0.0530337
0.05000,0.00000,0.85000,0.05000,0.05000,0.1275345
0.05000,0.00000,0.40000,0.45000,0.10000,0.1180349
0.00000,0.85000,0.00000,0.05000,0.10000,0.0052665
0.05000,0.00000,0.10000,0.30000,0.55000,0.0286720
0.05000,0.05000,0.05000,0.40000,0.45000,0.0286626
0.05000,0.00000,0.30000,0.20000,0.45000,0.0770356
0.00000,0.65000,0.00000,0.25000,0.10000,0.0551848
0.00000,0.60000,0.10000,0.05000,0.25000,0.0064905
0.00000,0.55000,0.00000,0.45000,0.00000,0.1500368
0.05000,0.00000,0.00000,0.65000,0.30000,0.0387876
0.00000,0.50000,0.20000,0.25000,0.05000,0.0704744
0.05000,0.10000,0.25000,0.60000,0.00000,0.0891966
0.00000,0.55000,0.25000,0.05000,0.15000,0.0411227
0.05000,0.00000,0.55000,0.35000,0.05000,0.1191061
0.05000,0.10000,0.15000,0.45000,0.25000,0.0718061
0.05000,0.05000,0.55000,0.00000,0.35000,0.1455393
0.05000,0.05000,0.35000,0.50000,0.05000,0.1044578
0.05000,0.05000,0.25000,0.25000,0.40000,0.0748980
0.00000,0.75000,0.00000,0.20000,0.05000,0.0592540
0.05000,0.05000,0.80000,0.10000,0.00000,0.1226257
0.05000,0.05000,0.15000,0.20000,0.55000,0.0302326
0.05000,0.00000,0.20000,0.10000,0.65000,0.0298988
0.05000,0.00000,0.85000,0.00000,0.10000,0.1238985
0.05000,0.10000,0.05000,0.50000,0.30000,0.0511420
0.00000,0.70000,0.00000,0.00000,0.30000,0.0000000
0.05000,0.00000,0.40000,0.40000,0.15000,0.1235979
0.05000,0.00000,0.10000,0.25000,0.60000,0.0237133
0.00000,0.85000,0.00000,0.00000,0.15000,0.0000001
0.05000,0.05000,0.05000,0.35000,0.50000,0.0251541
0.05000,0.00000,0.30000,0.15000,0.50000,0.0725318
0.00000,0.65000,0.00000,0.20000,0.15000,0.0253064
0.00000,0.60000,0.10000,0.00000,0.30000,0.0016129
0.00000,0.55000,0.00000,0.40000,0.05000,0.1080797
0.00000,0.50000,0.20000,0.20000,0.10000,0.0533189
0.05000,0.00000,0.00000,0.60000,0.35000,0.0408285
0.05000,0.00000,0.55000,0.30000,0.10000,0.1366774
0.00000,0.55000,0.25000,0.00000,0.20000,0.0252988
0.05000,0.10000,0.25000,0.55000,0.05000,0.0964131
0.05000,0.10000,0.15000,0.40000,0.30000,0.0636244
0.05000,0.05000,0.50000,0.40000,0.00000,0.1094576
0.05000,0.05000,0.35000,0.45000,0.10000,0.1138013
0.05000,0.05000,0.25000,0.20000,0.45000,0.0628623
0.00000,0.75000,0.00000,0.15000,0.10000,0.0284477
0.05000,0.05000,0.15000,0.15000,0.60000,0.0224662
0.05000,0.05000,0.80000,0.05000,0.05000,0.1311420
0.05000,0.00000,0.20000,0.05000,0.70000,0.0177792
0.05000,0.00000,0.80000,0.15000,0.00000,0.1143581
0.00000,0.65000,0.35000,0.00000,0.00000,0.0462999
0.05000,0.10000,0.05000,0.45000,0.35000,0.0416597
0.05000,0.00000,0.40000,0.35000,0.20000,0.1297693
0.05000,0.00000,0.10000,0.20000,0.65000,0.0161666
0.00000,0.80000,0.20000,0.00000,0.00000,0.0118746
0.05000,0.05000,0.05000,0.30000,0.55000,0.0188264
0.05000,0.00000,0.30000,0.10000,0.55000,0.0580142
0.00000,0.65000,0.00000,0.15000,0.20000,0.0141671
0.00000,0.60000,0.05000,0.35000,0.00000,0.1098900
0.00000,0.55000,0.00000,0.35000,0.10000,0.0798780
0.00000,0.50000,0.20000,0.15000,0.15000,0.0417668
0.05000,0.00000,0.00000,0.55000,0.40000,0.0324250
0.05000,0.00000,0.55000,0.25000,0.15000,0.1384561
0.00000,0.55000,0.20000,0.25000,0.00000,0.0721272
0.05000,0.10000,0.15000,0.35000,0.35000,0.0532631
0.05000,0.10000,0.25000,0.50000,0.10000,0.0963526
0.05000,0.05000,0.50000,0.35000,0.05000,0.1197463
0.05000,0.05000,0.35000,0.40000,0.15000,0.1159054
0.05000,0.05000,0.25000,0.15000,0.50000,0.0545608
0.00000,0.75000,0.00000,0.10000,0.15000,0.0113414
0.05000,0.05000,0.80000,0.00000,0.10000,0.1373250
0.05000,0.05000,0.15000,0.10000,0.65000,0.0170406
0.05000,0.00000,0.80000,0.10000,0.05000,0.1247522
0.05000,0.00000,0.20000,0.00000,0.75000,0.0129111
0.00000,0.65000,0.30000,0.05000,0.00000,0.0483543
0.05000,0.10000,0.05000,0.40000,0.40000,0.0340319
0.05000,0.00000,0.40000,0.30000,0.25000,0.1249433
0.05000,0.00000,0.10000,0.15000,0.70000,0.0110815
0.00000,0.80000,0.15000,0.05000,0.00000,0.0198311
0.05000,0.05000,0.05000,0.25000,0.60000,0.0151286
0.05000,0.00000,0.30000,0.05000,0.60000,0.0514945
0.00000,0.65000,0.00000,0.10000,0.25000,0.0037561
0.00000,0.60000,0.05000,0.30000,0.05000,0.0795337
0.00000,0.50000,0.20000,0.10000,0.20000,0.0311632
0.00000,0.55000,0.00000,0.30000,0.15000,0.0538216
0.05000,0.00000,0.00000,0.50000,0.45000,0.0274703
0.05000,0.00000,0.55000,0.20000,0.20000,0.1485145
0.05000,0.10000,0.15000,0.30000,0.40000,0.0489457
0.00000,0.55000,0.20000,0.20000,0.05000,0.0613759
0.05000,0.05000,0.50000,0.30000,0.10000,0.1324358
0.05000,0.10000,0.25000,0.45000,0.15000,0.0998772
0.05000,0.05000,0.25000,0.10000,0.55000,0.0442603
0.05000,0.05000,0.35000,0.35000,0.20000,0.1202693
0.05000,0.05000,0.75000,0.15000,0.00000,0.1218083
0.00000,0.75000,0.00000,0.05000,0.20000,0.0015567
0.05000,0.05000,0.15000,0.05000,0.70000,0.0110489
0.05000,0.00000,0.80000,0.05000,0.10000,0.1266273
0.00000,0.65000,0.30000,0.00000,0.05000,0.0368520
0.05000,0.00000,0.15000,0.80000,0.00000,0.0695001
0.05000,0.10000,0.05000,0.35000,0.45000,0.0267671
0.05000,0.00000,0.40000,0.25000,0.30000,0.1249778
0.05000,0.00000,0.10000,0.10000,0.75000,0.0078770
0.00000,0.80000,0.15000,0.00000,0.05000,0.0062512
0.05000,0.05000,0.05000,0.20000,0.65000,0.0107956
0.05000,0.00000,0.30000,0.00000,0.65000,0.0418005
0.00000,0.65000,0.00000,0.05000,0.30000,0.0007988
0.00000,0.50000,0.20000,0.05000,0.25000,0.0249156
0.00000,0.60000,0.05000,0.25000,0.10000,0.0476039
0.00000,0.55000,0.00000,0.25000,0.20000,0.0305323
0.05000,0.00000,0.00000,0.45000,0.50000,0.0221155
0.05000,0.00000,0.55000,0.15000,0.25000,0.1464889
0.05000,0.10000,0.15000,0.25000,0.45000,0.0412571
0.00000,0.55000,0.20000,0.15000,0.10000,0.0465036
0.05000,0.05000,0.50000,0.25000,0.15000,0.1374753
0.05000,0.10000,0.25000,0.40000,0.20000,0.0953142
0.05000,0.05000,0.25000,0.05000,0.60000,0.0371968
0.05000,0.05000,0.35000,0.30000,0.25000,0.1165554
0.05000,0.05000,0.75000,0.10000,0.05000,0.1269951
0.05000,0.05000,0.15000,0.00000,0.75000,0.0065856
0.00000,0.75000,0.00000,0.00000,0.25000,0.0000000
0.05000,0.00000,0.80000,0.00000,0.15000,0.1313355
0.00000,0.65000,0.25000,0.10000,0.00000,0.0464854
0.05000,0.10000,0.05000,0.30000,0.50000,0.0200055
0.05000,0.00000,0.15000,0.75000,0.05000,0.0739701
0.05000,0.00000,0.40000,0.20000,0.35000,0.1162568
0.00000,0.80000,0.10000,0.10000,0.00000,0.0307907
0.05000,0.00000,0.10000,0.05000,0.80000,0.0040171
0.05000,0.05000,0.05000,0.15000,0.70000,0.0054640
0.05000,0.00000,0.25000,0.70000,0.00000,0.0843103
0.00000,0.65000,0.00000,0.00000,0.35000,0.0000000
0.00000,0.50000,0.20000,0.00000,0.30000,0.0155118
0.00000,0.60000,0.05000,0.20000,0.15000,0.0313845
0.00000,0.55000,0.00000,0.20000,0.25000,0.0150585
0.05000,0.00000,0.00000,0.40000,0.55000,0.0178164
0.05000,0.00000,0.55000,0.10000,0.30000,0.1417926
0.05000,0.10000,0.15000,0.20000,0.50000,0.0326766
0.00000,0.55000,0.20000,0.10000,0.15000,0.0340873
0.05000,0.05000,0.50000,0.20000,0.20000,0.1375700
0.05000,0.05000,0.25000,0.00000,0.65000,0.0241710
0.05000,0.10000,0.25000,0.35000,0.25000,0.0942757
0.05000,0.05000,0.75000,0.05000,0.10000,0.1329068
0.05000,0.05000,0.35000,0.25000,0.30000,0.1100421
0.00000,0.70000,0.30000,0.00000,0.00000,0.0337583
0.05000,0.05000,0.10000,0.80000,0.00000,0.0740152
0.05000,0.00000,0.75000,0.20000,0.00000,0.1085148
0.00000,0.65000,0.25000,0.05000,0.05000,0.0365762
0.05000,0.10000,0.05000,0.25000,0.55000,0.0148354
0.05000,0.00000,0.15000,0.70000,0.10000,0.0763600
0.05000,0.00000,0.40000,0.15000,0.40000,0.1054215
0.00000,0.80000,0.10000,0.05000,0.05000,0.0133433
0.05000,0.00000,0.10000,0.00000,0.85000,0.0008507
0.05000,0.05000,0.05000,0.10000,0.75000,0.0028944
0.05000,0.00000,0.25000,0.65000,0.05000,0.0891417
0.00000,0.60000,0.40000,0.00000,0.00000,0.0643562
0.00000,0.60000,0.05000,0.15000,0.20000,0.0145382
0.00000,0.50000,0.15000,0.35000,0.00000,0.0880538
0.00000,0.55000,0.00000,0.15000,0.30000,0.0056324
0.05000,0.00000,0.55000,0.05000,0.35000,0.1458520
0.05000,0.00000,0.00000,0.35000,0.60000,0.0126550
0.05000,0.10000,0.15000,0.15000,0.55000,0.0248461
0.00000,0.55000,0.20000,0.05000,0.20000,0.0234705
0.05000,0.05000,0.50000,0.15000,0.25000,0.1470625
0.05000,0.05000,0.20000,0.70000,0.00000,0.0854200
0.05000,0.05000,0.75000,0.00000,0.15000,0.1416839
0.05000,0.10000,0.25000,0.30000,0.30000,0.0878179
0.05000,0.05000,0.35000,0.20000,0.35000,0.1045987
0.00000,0.70000,0.25000,0.05000,0.00000,0.0366131
0.05000,0.00000,0.75000,0.15000,0.05000,0.1233154
0.05000,0.05000,0.10000,0.75000,0.05000,0.0752646
0.00000,0.65000,0.25000,0.00000,0.10000,0.0289164
0.05000,0.10000,0.05000,0.20000,0.60000,0.0100723
0.05000,0.00000,0.15000,0.65000,0.15000,0.0808158
0.05000,0.00000,0.40000,0.10000,0.45000,0.1005685
0.00000,0.80000,0.10000,0.00000,0.10000,0.0029039
0.05000,0.00000,0.05000,0.90000,0.00000,0.0575060
0.05000,0.05000,0.05000,0.05000,0.80000,0.0010354
0.00000,0.60000,0.35000,0.05000,0.00000,0.0581530
0.05000,0.00000,0.25000,0.60000,0.10000,0.0983973
0.00000,0.50000,0.15000,0.30000,0.05000,0.0738676
0.00000,0.60000,0.05000,0.10000,0.25000,0.0067023
0.05000,0.00000,0.55000,0.00000,0.40000,0.1352205
0.05000,0.00000,0.00000,0.30000,0.65000,0.0092307
0.05000,0.10000,0.15000,0.10000,0.60000,0.0170227
0.00000,0.55000,0.00000,0.10000,0.35000,0.0014802
0.00000,0.55000,0.20000,0.00000,0.25000,0.0160927
0.05000,0.05000,0.50000,0.10000,0.30000,0.1377600
0.05000,0.05000,0.70000,0.20000,0.00000,0.1126699
0.05000,0.10000,0.25000,0.25000,0.35000,0.0753011
0.05000,0.05000,0.20000,0.65000,0.05000,0.0868690
0.05000,0.05000,0.35000,0.15000,0.40000,0.0957225
0.00000,0.70000,0.25000,0.00000,0.05000,0.0248998
0.05000,0.00000,0.75000,0.10000,0.10000,0.1324187
0.05000,0.05000,0.10000,0.70000,0.10000,0.0723972
0.00000,0.65000,0.20000,0.15000,0.00000,0.0502863
0.05000,0.10000,0.05000,0.15000,0.65000,0.0062501
0.05000,0.00000,0.15000,0.60000,0.20000,0.0756363
0.05000,0.00000,0.40000,0.05000,0.50000,0.0862638
0.00000,0.80000,0.05000,0.15000,0.00000,0.0548823
0.05000,0.00000,0.05000,0.85000,0.05000,0.0611854
0.00000,0.60000,0.35000,0.00000,0.05000,0.0542937
0.05000,0.05000,0.05000,0.00000,0.85000,0.0002188
0.05000,0.00000,0.25000,0.55000,0.15000,0.0973655
0.05000,0.00000,0.50000,0.45000,0.00000,0.1063624
0.00000,0.50000,0.15000,0.25000,0.10000,0.0595942
0.00000,0.60000,0.05000,0.05000,0.30000,0.0020550
0.05000,0.10000,0.15000,0.05000,0.65000,0.0135935
0.05000,0.00000,0.00000,0.25000,0.70000,0.0073739
0.00000,0.55000,0.00000,0.05000,0.40000,0.0001457
0.00000,0.55000,0.15000,0.30000,0.00000,0.0844499
0.05000,0.05000,0.70000,0.15000,0.05000,0.1232211
0.05000,0.05000,0.50000,0.05000,0.35000,0.1345456
0.05000,0.10000,0.25000,0.20000,0.40000,0.0698353
0.05000,0.05000,0.35000,0.10000,0.45000,0.0907563
0.05000,0.05000,0.20000,0.60000,0.10000,0.0932463
0.00000,0.70000,0.20000,0.10000,0.00000,0.0374878
0.05000,0.00000,0.75000,0.05000,0.15000,0.1376676
0.05000,0.05000,0.10000,0.65000,0.15000,0.0763922
0.00000,0.65000,0.20000,0.10000,0.05000,0.0370447
0.05000,0.10000,0.05000,0.10000,0.70000,0.0031203
0.05000,0.00000,0.40000,0.00000,0.55000,0.0856479
0.00000,0.80000,0.05000,0.10000,0.05000,0.0239094
0.05000,0.00000,0.15000,0.55000,0.25000,0.0763833
0.05000,0.00000,0.05000,0.80000,0.10000,0.0628194
0.00000,0.60000,0.30000,0.10000,0.00000,0.0538404
0.05000,0.05000,0.00000,0.90000,0.00000,0.0699200
0.05000,0.00000,0.50000,0.40000,0.05000,0.1231168
0.05000,0.00000,0.25000,0.50000,0.20000,0.1033325
0.00000,0.50000,0.15000,0.20000,0.15000,0.0441993
0.05000,0.10000,0.15000,0.00000,0.70000,0.0100046
0.00000,0.60000,0.05000,0.00000,0.35000,0.0002423
0.05000,0.00000,0.00000,0.20000,0.75000,0.0045862
0.00000,0.55000,0.00000,0.00000,0.45000,0.0000000
0.05000,0.05000,0.70000,0.10000,0.10000,0.1365192
0.00000,0.55000,0.15000,0.25000,0.05000,0.0616195
0.05000,0.05000,0.50000,0.00000,0.40000,0.1270915
0.05000,0.05000,0.35000,0.05000,0.50000,0.0722441
0.05000,0.10000,0.25000,0.15000,0.45000,0.0566818
0.05000,0.00000,0.75000,0.00000,0.20000,0.1365491
0.00000,0.70000,0.20000,0.05000,0.05000,0.0248445
0.05000,0.05000,0.20000,0.55000,0.15000,0.0904449
0.05000,0.05000,0.10000,0.60000,0.20000,0.0696968
0.00000,0.65000,0.20000,0.05000,0.10000,0.0270920
0.05000,0.10000,0.05000,0.05000,0.75000,0.0016215
0.05000,0.00000,0.35000,0.60000,0.00000,0.0995694
0.00000,0.80000,0.05000,0.05000,0.10000,0.0082812
0.05000,0.00000,0.15000,0.50000,0.30000,0.0700458
0.00000,0.60000,0.30000,0.05000,0.05000,0.0485393
0.05000,0.00000,0.05000,0.75000,0.15000,0.0597696
0.05000,0.00000,0.50000,0.35000,0.10000,0.1322228
0.00000,0.50000,0.15000,0.15000,0.20000,0.0303944
0.05000,0.00000,0.25000,0.45000,0.25000,0.0978678
0.05000,0.05000,0.00000,0.85000,0.05000,0.0652820
0.05000,0.10000,0.10000,0.75000,0.00000,0.0803661
0.00000,0.60000,0.00000,0.40000,0.00000,0.1411448
0.05000,0.00000,0.00000,0.15000,0.80000,0.0019758
0.05000,0.05000,0.70000,0.05000,0.15000,0.1451590
0.00000,0.50000,0.50000,0.00000,0.00000,0.0882298
0.00000,0.55000,0.15000,0.20000,0.10000,0.0487882
0.05000,0.05000,0.45000,0.45000,0.00000,0.1065233
0.05000,0.05000,0.35000,0.00000,0.55000,0.0655163
0.05000,0.10000,0.25000,0.10000,0.50000,0.0482104
0.05000,0.00000,0.70000,0.25000,0.00000,0.1067516
0.00000,0.70000,0.20000,0.00000,0.10000,0.0152548
0.05000,0.05000,0.20000,0.50000,0.20000,0.0920609
0.00000,0.65000,0.20000,0.00000,0.15000,0.0144586
0.05000,0.05000,0.10000,0.55000,0.25000,0.0681120
0.05000,0.10000,0.05000,0.00000,0.80000,0.0005644
0.05000,0.00000,0.35000,0.55000,0.05000,0.1048371
0.00000,0.80000,0.05000,0.00000,0.15000,0.0004086
0.05000,0.00000,0.15000,0.45000,0.35000,0.0680507
0.00000,0.60000,0.30000,0.00000,0.10000,0.0385189
0.05000,0.00000,0.05000,0.70000,0.20000,0.0626079
0.05000,0.00000,0.50000,0.30000,0.15000,0.1401092
0.00000,0.50000,0.15000,0.10000,0.25000,0.0196155
0.05000,0.00000,0.25000,0.40000,0.30000,0.0955514
0.05000,0.05000,0.00000,0.80000,0.10000,0.0650786
0.05000,0.10000,0.10000,0.70000,0.05000,0.0775874
0.00000,0.60000,0.00000,0.35000,0.05000,0.0992426
0.05000,0.05000,0.70000,0.00000,0.20000,0.1523778
0.00000,0.50000,0.45000,0.05000,0.00000,0.0825810
0.05000,0.00000,0.00000,0.10000,0.85000,0.0007877
0.05000,0.10000,0.25000,0.05000,0.55000,0.0434193
0.05000,0.00000,0.70000,0.20000,0.05000,0.1273419
0.00000,0.55000,0.15000,0.15000,0.15000,0.0310772
0.05000,0.05000,0.45000,0.40000,0.05000,0.1188457
0.05000,0.05000,0.30000,0.60000,0.00000,0.0946228
0.00000,0.70000,0.15000,0.15000,0.00000,0.0471080
0.05000,0.05000,0.20000,0.45000,0.25000,0.0840467
0.00000,0.65000,0.15000,0.20000,0.00000,0.0615804
0.05000,0.05000,0.10000,0.50000,0.30000,0.0586005
0.05000,0.00000,0.15000,0.40000,0.40000,0.0565715
0.00000,0.80000,0.00000,0.20000,0.00000,0.0849540
0.05000,0.00000,0.35000,0.50000,0.10000,0.1144481
0.05000,0.10000,0.00000,0.85000,0.00000,0.0782650
0.00000,0.60000,0.25000,0.15000,0.00000,0.0578071
0.05000,0.00000,0.50000,0.25000,0.20000,0.1429198
0.00000,0.50000,0.15000,0.05000,0.30000,0.0124559
0.05000,0.00000,0.05000,0.65000,0.25000,0.0533999
0.05000,0.00000,0.25000,0.35000,0.35000,0.0856098
0.05000,0.05000,0.00000,0.75000,0.15000,0.0560647
0.00000,0.60000,0.00000,0.30000,0.10000,0.0644888
0.05000,0.05000,0.65000,0.25000,0.00000,0.1146330
0.05000,0.10000,0.10000,0.65000,0.10000,0.0763836
0.00000,0.50000,0.45000,0.00000,0.05000,0.0850806
0.05000,0.00000,0.70000,0.15000,0.10000,0.1360394
0.05000,0.10000,0.25000,0.00000,0.60000,0.0330700
0.05000,0.00000,0.00000,0.05000,0.90000,0.0001355
0.00000,0.55000,0.15000,0.10000,0.20000,0.0194531
0.00000,0.70000,0.15000,0.10000,0.05000,0.0286385
0.05000,0.05000,0.45000,0.35000,0.10000,0.1236242
0.05000,0.05000,0.30000,0.55000,0.05000,0.0993831
0.05000,0.05000,0.20000,0.40000,0.30000,0.0788019
0.00000,0.65000,0.15000,0.15000,0.05000,0.0407204
0.05000,0.05000,0.10000,0.45000,0.35000,0.0547191
0.05000,0.00000,0.15000,0.35000,0.45000,0.0502444
0.00000,0.80000,0.00000,0.15000,0.05000,0.0426653
0.05000,0.00000,0.35000,0.45000,0.15000,0.1178773
0.05000,0.10000,0.00000,0.80000,0.05000,0.0749034
0.00000,0.60000,0.25000,0.10000,0.05000,0.0475774
0.05000,0.00000,0.50000,0.20000,0.25000,0.1381780
0.00000,0.50000,0.15000,0.00000,0.35000,0.0067158
0.05000,0.00000,0.05000,0.60000,0.30000,0.0520970
0.05000,0.00000,0.25000,0.30000,0.40000,0.0789649
0.05000,0.05000,0.65000,0.20000,0.05000,0.1257881
0.00000,0.60000,0.00000,0.25000,0.15000,0.0436080
0.05000,0.10000,0.10000,0.60000,0.15000,0.0778604
0.05000,0.00000,0.70000,0.10000,0.15000,0.1445300
0.05000,0.05000,0.00000,0.70000,0.20000,0.0547594
0.00000,0.50000,0.40000,0.10000,0.00000,0.0813718
0.05000,0.10000,0.20000,0.65000,0.00000,0.0916627
0.00000,0.70000,0.15000,0.05000,0.10000,0.0156774
0.00000,0.55000,0.15000,0.05000,0.25000,0.0136762
0.05000,0.05000,0.45000,0.30000,0.15000,0.1297072
0.05000,0.00000,0.00000,0.00000,0.95000,0.0000000
0.05000,0.05000,0.30000,0.50000,0.10000,0.1058104
0.05000,0.05000,0.20000,0.35000,0.35000,0.0721491
0.00000,0.65000,0.15000,0.10000,0.10000,0.0276087
0.05000,0.05000,0.10000,0.40000,0.40000,0.0455544
0.05000,0.00000,0.15000,0.30000,0.50000,0.0423106
0.00000,0.80000,0.00000,0.10000,0.10000,0.0156603
0.05000,0.00000,0.35000,0.40000,0.20000,0.1196511
0.05000,0.10000,0.00000,0.75000,0.10000,0.0724275
0.00000,0.60000,0.25000,0.05000,0.10000,0.0400842
0.05000,0.00000,0.50000,0.15000,0.30000,0.1399006
0.05000,0.00000,0.05000,0.55000,0.35000,0.0448646
0.00000,0.50000,0.10000,0.40000,0.00000,0.1052413
0.05000,0.05000,0.65000,0.15000,0.10000,0.1405787
0.05000,0.00000,0.25000,0.25000,0.45000,0.0667724
0.00000,0.60000,0.00000,0.20000,0.20000,0.0233938
0.05000,0.00000,0.70000,0.05000,0.20000,0.1442662
0.05000,0.10000,0.10000,0.55000,0.20000,0.0673109
0.00000,0.50000,0.40000,0.05000,0.05000,0.0801755
0.05000,0.05000,0.00000,0.65000,0.25000,0.0506744
0.00000,0.70000,0.15000,0.00000,0.15000,0.0074469
0.05000,0.10000,0.20000,0.60000,0.05000,0.0906347
0.00000,0.55000,0.15000,0.00000,0.30000,0.0079817
0.00000,1.00000,0.00000,0.00000,0.00000,0.0000001
0.05000,0.05000,0.45000,0.25000,0.20000,0.1358172
0.05000,0.05000,0.30000,0.45000,0.15000,0.1109181
0.05000,0.05000,0.20000,0.30000,0.40000,0.0616300
0.00000,0.65000,0.15000,0.05000,0.15000,0.0128849
